n_random_features,model_score,features
50,0.855,"[('argmax', 'E'), 'Z', ('kurtosis', 'E'), ('max', 'E'), ('kurtosis', ('+', ('argmax', ('+', ('min', 'N'), ('max', 'Z'))), ('argmax', 'N'))), ('min', 'Z'), ('skew', ('max', ('max', ('re_fft', 'N')))), 'N', 'N', ('min', ('kurtosis', 'Z')), ('corr', ('re_fft', 'E'), ('corr', ('kurtosis', ('skew', ('+', 'N', 'E'))), ('argmax', ('kurtosis', 'N')))), 'Z', ('argmax', ('max', 'Z')), 'N', ('min', ('re_fft', 'E')), ('re_fft', ('min', ('max', ('corr', 'E', ('min', 'E'))))), 'Z', ('kurtosis', ('+', ('max', 'Z'), ('kurtosis', ('re_fft', 'Z')))), ('+', ('+', ('re_fft', ('skew', 'N')), 'Z'), ('max', ('+', 'Z', ('max', ('corr', 'N', 'E'))))), ('argmax', ('kurtosis', ('argmax', ('corr', ('kurtosis', 'E'), ('kurtosis', 'E'))))), 'E', 'N', ('skew', ('max', ('argmax', ('max', ('kurtosis', 'Z'))))), ('min', 'N'), 'N', ('re_fft', ('max', ('skew', ('+', ('corr', 'N', 'Z'), ('min', 'N'))))), ('max', ('kurtosis', 'Z')), ('corr', ('argmax', ('skew', ('re_fft', ('skew', 'N')))), 'E'), 'N', ('min', ('argmax', ('max', ('kurtosis', 'Z')))), 'Z', 'E', ('corr', ('+', ('argmax', ('+', ('re_fft', 'N'), ('corr', 'N', 'E'))), ('re_fft', ('argmax', ('re_fft', 'Z')))), ('+', ('min', ('argmax', ('re_fft', 'N'))), 'Z')), ('kurtosis', 'Z'), ('corr', ('max', ('re_fft', 'N')), ('re_fft', ('kurtosis', 'N'))), ('re_fft', 'E'), ('skew', ('max', ('corr', 'N', ('re_fft', ('argmax', 'N'))))), 'E', ('skew', ('+', ('skew', ('re_fft', 'E')), ('argmax', ('re_fft', 'N')))), 'E', 'Z', ('kurtosis', ('+', ('skew', ('max', 'E')), ('kurtosis', ('+', ('max', 'E'), ('re_fft', 'N'))))), 'N', ('+', ('kurtosis', 'E'), 'E'), ('corr', ('kurtosis', 'N'), 'Z'), ('max', ('corr', ('skew', ('re_fft', 'E')), ('+', 'E', ('kurtosis', ('re_fft', 'E'))))), ('corr', 'N', 'Z'), ('skew', ('min', ('skew', ('argmax', 'E')))), 'Z', 'N']"
50,0.833,"[('max', ('skew', 'E')), ('max', ('re_fft', 'E')), ('kurtosis', ('kurtosis', ('min', ('re_fft', ('argmax', 'E'))))), 'N', ('corr', ('min', ('corr', 'N', ('skew', 'E'))), 'N'), ('min', 'Z'), ('min', ('min', ('corr', ('min', ('min', 'Z')), ('kurtosis', 'N')))), ('re_fft', ('re_fft', ('kurtosis', ('re_fft', ('+', 'E', 'N'))))), ('min', ('+', ('max', 'N'), ('min', ('kurtosis', ('re_fft', 'N'))))), ('corr', 'N', ('min', ('skew', ('max', ('max', 'E'))))), 'Z', ('+', ('kurtosis', ('re_fft', ('kurtosis', ('min', 'Z')))), 'Z'), ('corr', 'Z', 'Z'), ('argmax', ('re_fft', ('skew', ('+', ('re_fft', 'Z'), 'E')))), ('re_fft', 'Z'), 'N', ('+', ('max', ('skew', ('corr', ('+', 'Z', 'N'), ('skew', 'N')))), ('corr', ('re_fft', ('kurtosis', ('corr', 'E', 'N'))), ('min', ('skew', ('+', 'E', 'Z'))))), ('kurtosis', 'N'), ('corr', ('max', ('skew', ('max', 'Z'))), ('+', ('kurtosis', ('argmax', ('max', 'E'))), ('max', ('re_fft', ('kurtosis', 'N'))))), ('corr', 'E', ('min', ('corr', ('+', 'Z', ('argmax', 'Z')), ('min', 'Z')))), ('kurtosis', 'E'), ('skew', ('corr', ('skew', 'E'), 'Z')), ('re_fft', ('corr', ('skew', ('max', ('max', 'N'))), ('skew', ('max', 'Z')))), ('kurtosis', 'N'), ('min', ('kurtosis', 'N')), ('skew', 'E'), ('+', 'N', ('corr', 'N', ('skew', ('kurtosis', ('corr', 'E', 'N'))))), ('re_fft', 'E'), 'Z', ('skew', ('corr', ('corr', ('argmax', 'Z'), 'N'), ('max', 'E'))), ('+', ('kurtosis', ('max', ('argmax', 'Z'))), ('max', ('corr', 'N', ('+', ('argmax', 'Z'), 'N')))), 'E', ('argmax', ('+', ('kurtosis', 'N'), 'Z')), ('skew', ('skew', ('max', ('re_fft', 'E')))), ('min', ('corr', ('re_fft', ('+', ('+', 'E', 'N'), ('max', 'Z'))), ('min', ('skew', ('kurtosis', 'E'))))), ('+', 'Z', ('kurtosis', ('min', ('min', ('min', 'E'))))), ('max', ('min', 'Z')), 'N', ('skew', ('kurtosis', ('re_fft', ('corr', ('kurtosis', 'E'), ('kurtosis', 'E'))))), 'E', ('+', ('corr', 'E', ('argmax', ('argmax', ('re_fft', 'N')))), ('skew', ('corr', ('min', 'N'), ('+', 'N', ('kurtosis', 'N'))))), ('corr', ('skew', ('corr', 'E', 'Z')), ('corr', 'E', ('argmax', ('corr', ('max', 'E'), ('corr', 'N', 'N'))))), ('corr', 'Z', ('+', ('re_fft', ('kurtosis', 'N')), 'Z')), 'N', ('argmax', ('+', ('re_fft', ('skew', ('skew', 'E'))), 'N')), 'N', ('re_fft', 'N'), ('skew', ('kurtosis', ('skew', 'E'))), ('re_fft', 'E'), ('argmax', ('argmax', ('+', ('min', ('re_fft', 'Z')), 'E')))]"
50,0.827,"[('kurtosis', 'E'), ('min', ('re_fft', ('min', ('argmax', 'E')))), ('kurtosis', ('skew', ('+', ('min', 'Z'), ('+', ('re_fft', 'E'), ('kurtosis', 'Z'))))), 'N', ('re_fft', 'N'), ('kurtosis', ('re_fft', 'N')), ('skew', ('max', ('+', 'N', ('+', 'E', ('skew', 'Z'))))), 'Z', ('corr', ('re_fft', ('min', ('+', ('argmax', 'Z'), ('corr', 'Z', 'N')))), ('corr', ('skew', 'N'), ('min', 'Z'))), ('min', 'Z'), ('skew', 'E'), ('kurtosis', 'Z'), ('+', ('skew', ('skew', ('kurtosis', ('kurtosis', 'N')))), 'E'), 'N', ('+', 'N', ('min', ('skew', ('argmax', ('argmax', 'Z'))))), ('max', ('re_fft', ('min', ('skew', ('min', 'E'))))), ('min', ('re_fft', 'E')), 'E', ('corr', ('max', ('skew', ('skew', ('skew', 'Z')))), ('max', ('kurtosis', ('corr', ('argmax', 'E'), ('+', 'Z', 'N'))))), ('corr', ('min', ('min', ('corr', ('re_fft', 'E'), ('re_fft', 'N')))), ('+', ('corr', 'E', 'E'), 'E')), 'E', ('min', ('skew', ('argmax', ('min', ('kurtosis', 'Z'))))), ('kurtosis', ('kurtosis', ('kurtosis', ('skew', ('+', 'E', 'Z'))))), ('min', 'Z'), ('+', ('max', ('max', ('argmax', 'Z'))), 'Z'), 'N', ('argmax', ('max', ('skew', ('min', 'N')))), ('corr', 'E', 'N'), ('min', 'Z'), 'N', 'E', 'N', ('skew', 'N'), 'E', ('kurtosis', ('skew', ('kurtosis', ('kurtosis', ('kurtosis', 'N'))))), 'N', ('kurtosis', ('argmax', 'E')), 'E', ('+', ('max', ('+', 'E', ('+', 'Z', ('kurtosis', 'Z')))), ('+', 'N', ('re_fft', ('argmax', ('kurtosis', 'Z'))))), ('kurtosis', ('max', ('+', ('kurtosis', ('min', 'N')), ('+', ('min', 'Z'), 'E')))), ('max', ('skew', 'N')), ('argmax', ('+', 'N', ('skew', ('argmax', 'E')))), 'Z', ('argmax', ('max', ('argmax', 'N'))), ('corr', ('min', ('+', ('skew', ('skew', 'N')), ('re_fft', 'N'))), ('re_fft', 'Z')), ('corr', 'N', ('min', ('min', 'Z'))), 'E', 'N', ('+', ('kurtosis', 'E'), ('max', ('corr', ('corr', ('corr', 'E', 'Z'), ('argmax', 'N')), ('min', ('re_fft', 'Z'))))), 'Z']"
55,0.824,"[('min', ('kurtosis', 'Z')), ('re_fft', ('corr', ('+', ('max', ('argmax', 'E')), ('+', 'N', ('corr', 'N', 'N'))), ('skew', ('kurtosis', ('min', 'Z'))))), ('re_fft', ('skew', ('+', ('re_fft', 'N'), 'N'))), ('min', 'N'), ('max', ('max', 'N')), ('skew', ('argmax', ('kurtosis', ('+', 'Z', ('min', 'Z'))))), ('min', ('max', ('corr', 'E', ('argmax', ('re_fft', 'Z'))))), 'Z', ('re_fft', 'Z'), 'E', ('skew', 'N'), 'E', 'Z', ('+', ('argmax', ('+', ('max', ('skew', 'Z')), ('skew', ('argmax', 'E')))), 'N'), ('max', ('+', ('kurtosis', ('skew', ('+', 'Z', 'N'))), 'N')), 'N', ('argmax', ('corr', 'N', 'N')), ('+', ('re_fft', ('argmax', 'E')), ('corr', ('kurtosis', ('re_fft', 'N')), ('+', ('re_fft', ('min', 'N')), ('skew', ('max', 'N'))))), ('argmax', ('min', 'Z')), ('argmax', ('argmax', 'N')), ('+', ('re_fft', ('+', 'Z', ('min', ('corr', 'E', 'N')))), 'Z'), ('re_fft', ('min', 'Z')), 'N', ('corr', ('corr', ('max', ('argmax', ('min', 'E'))), ('max', 'N')), ('max', ('skew', ('+', 'E', 'Z')))), 'Z', ('max', ('kurtosis', ('+', 'Z', ('max', ('argmax', 'E'))))), ('kurtosis', ('kurtosis', ('+', ('skew', 'N'), 'E'))), 'N', ('min', ('argmax', ('skew', ('min', ('argmax', 'N'))))), 'E', ('skew', ('corr', ('max', 'Z'), 'N')), 'Z', ('kurtosis', ('corr', ('max', ('argmax', 'N')), ('corr', ('corr', ('min', 'Z'), ('max', 'Z')), ('corr', ('min', 'N'), ('min', 'N'))))), ('re_fft', ('min', ('skew', 'Z'))), ('skew', 'N'), 'E', ('kurtosis', ('skew', ('kurtosis', ('+', 'Z', ('max', 'Z'))))), ('max', 'Z'), 'Z', ('re_fft', ('argmax', ('max', ('+', 'N', 'N')))), ('min', 'N'), ('re_fft', ('argmax', 'E')), ('argmax', 'E'), 'Z', ('argmax', ('+', ('min', ('re_fft', 'E')), 'E')), 'Z', ('min', ('max', ('argmax', ('skew', 'N')))), ('+', ('skew', ('argmax', 'N')), 'E'), ('skew', ('+', ('argmax', 'Z'), ('+', ('max', ('max', 'Z')), ('min', ('+', 'E', 'N'))))), ('min', 'Z'), ('corr', ('min', 'N'), ('max', 'Z')), 'E', ('min', ('skew', 'Z')), ('kurtosis', ('min', 'N')), ('kurtosis', 'Z')]"
55,0.842,"['E', ('+', 'Z', 'E'), 'Z', 'E', 'Z', ('argmax', 'N'), ('max', ('kurtosis', ('argmax', ('corr', ('argmax', 'E'), 'Z')))), ('re_fft', ('argmax', 'E')), ('min', 'E'), 'N', 'N', ('corr', ('corr', 'Z', ('kurtosis', ('max', 'E'))), 'E'), ('re_fft', 'N'), ('kurtosis', 'Z'), ('min', ('argmax', 'E')), 'E', 'E', ('skew', 'N'), 'Z', ('argmax', ('skew', ('+', ('corr', 'Z', ('+', 'N', 'Z')), ('skew', ('corr', 'Z', 'N'))))), 'E', ('corr', ('re_fft', 'Z'), ('+', 'E', ('skew', 'N'))), 'Z', ('max', 'Z'), 'N', 'E', 'Z', 'E', ('argmax', ('max', ('argmax', 'E'))), ('min', 'Z'), 'E', ('re_fft', ('+', 'Z', ('argmax', ('skew', ('min', 'N'))))), ('argmax', ('skew', 'Z')), ('min', 'Z'), 'Z', ('argmax', ('kurtosis', 'Z')), 'N', 'Z', ('min', 'N'), ('corr', 'E', 'E'), ('min', ('+', 'Z', ('+', ('+', ('re_fft', 'Z'), 'E'), 'E'))), ('skew', ('kurtosis', 'E')), ('min', ('+', ('min', 'Z'), ('min', ('re_fft', ('max', 'E'))))), ('+', 'E', ('skew', ('+', ('max', ('+', 'Z', 'N')), ('max', ('corr', 'N', 'Z'))))), 'N', 'Z', ('skew', 'E'), ('argmax', ('kurtosis', ('+', ('skew', ('min', 'Z')), ('corr', 'E', ('min', 'Z'))))), ('kurtosis', ('min', ('max', ('+', ('re_fft', 'Z'), 'Z')))), ('min', 'E'), ('re_fft', ('skew', ('+', 'E', 'Z'))), ('corr', ('re_fft', ('skew', ('min', ('re_fft', 'Z')))), ('argmax', ('max', ('re_fft', ('argmax', 'Z'))))), 'E', 'E', 'Z']"
55,0.856,"[('max', 'E'), ('min', ('+', ('argmax', ('min', ('+', 'N', 'E'))), ('skew', ('min', ('corr', 'Z', 'N'))))), 'N', ('skew', ('min', 'Z')), 'N', 'E', ('argmax', ('re_fft', ('corr', ('max', ('re_fft', 'N')), ('max', ('skew', 'Z'))))), 'N', ('argmax', ('skew', ('re_fft', ('+', ('skew', 'Z'), ('max', 'Z'))))), 'Z', ('max', ('re_fft', ('corr', ('max', ('min', 'Z')), ('argmax', ('min', 'Z'))))), 'E', ('argmax', ('kurtosis', 'E')), ('skew', 'Z'), ('re_fft', 'N'), ('corr', 'Z', ('min', ('re_fft', ('max', ('max', 'E'))))), 'N', ('re_fft', ('skew', ('+', 'E', ('min', 'Z')))), ('+', ('min', 'E'), ('skew', 'N')), 'E', ('kurtosis', 'Z'), 'N', ('skew', ('kurtosis', ('+', 'E', 'Z'))), 'N', ('kurtosis', 'E'), 'N', ('re_fft', ('kurtosis', ('min', ('skew', 'E')))), ('kurtosis', ('argmax', 'N')), ('kurtosis', ('skew', ('min', ('argmax', ('skew', 'N'))))), 'E', 'Z', 'Z', ('skew', ('argmax', ('+', ('+', ('kurtosis', 'E'), 'Z'), ('re_fft', ('max', 'E'))))), ('skew', ('skew', ('+', ('kurtosis', ('corr', 'N', 'E')), 'N'))), ('+', 'E', ('argmax', ('+', ('+', ('skew', 'N'), ('argmax', 'Z')), 'E'))), ('skew', ('re_fft', 'N')), ('skew', ('corr', ('+', 'N', 'E'), ('re_fft', ('corr', ('corr', 'Z', 'E'), ('kurtosis', 'N'))))), ('+', 'Z', ('kurtosis', ('min', 'Z'))), ('corr', ('corr', ('re_fft', 'N'), 'Z'), ('max', ('argmax', ('max', ('corr', 'E', 'E'))))), ('min', ('+', ('+', ('+', 'N', ('skew', 'N')), ('skew', ('re_fft', 'E'))), ('re_fft', ('argmax', 'E')))), ('+', ('corr', 'Z', ('corr', ('kurtosis', 'Z'), ('+', ('re_fft', 'E'), 'E'))), ('+', ('corr', 'E', ('argmax', ('kurtosis', 'Z'))), ('skew', 'N'))), 'N', ('argmax', ('re_fft', 'Z')), 'N', ('kurtosis', ('corr', ('min', ('+', ('re_fft', 'Z'), ('argmax', 'E'))), ('corr', 'N', 'Z'))), ('max', ('argmax', ('kurtosis', ('re_fft', 'Z')))), ('kurtosis', 'Z'), 'E', ('min', ('max', ('corr', ('re_fft', ('+', 'Z', 'E')), ('+', ('+', 'Z', 'Z'), 'Z')))), ('min', 'N'), ('re_fft', ('min', 'N')), ('corr', ('corr', 'N', 'E'), 'E'), ('+', ('argmax', ('corr', 'N', ('min', ('max', 'Z')))), ('re_fft', 'N')), ('skew', ('corr', ('+', ('re_fft', 'N'), ('+', ('min', 'E'), ('skew', 'N'))), 'Z')), 'E']"
55,0.838,"['E', ('argmax', ('+', ('skew', ('skew', ('kurtosis', 'E'))), 'E')), ('kurtosis', 'E'), ('max', 'E'), ('+', ('corr', ('corr', ('+', ('+', 'Z', 'Z'), ('re_fft', 'E')), 'E'), ('re_fft', ('kurtosis', ('max', 'Z')))), 'Z'), 'E', ('argmax', ('kurtosis', 'N')), ('re_fft', 'Z'), ('min', ('re_fft', ('skew', ('corr', 'N', ('+', 'Z', 'Z'))))), 'Z', ('min', 'Z'), ('argmax', 'E'), ('argmax', ('+', 'Z', ('max', ('argmax', ('corr', 'N', 'Z'))))), 'N', ('+', ('+', ('kurtosis', ('re_fft', ('argmax', 'Z'))), 'E'), ('corr', ('re_fft', ('min', ('argmax', 'N'))), ('max', ('re_fft', 'N')))), 'Z', 'N', ('argmax', ('argmax', 'N')), 'N', ('corr', ('corr', ('re_fft', ('kurtosis', ('min', 'Z'))), 'Z'), ('skew', ('argmax', ('kurtosis', ('min', 'E'))))), ('max', 'N'), ('re_fft', 'E'), ('skew', ('argmax', 'Z')), ('min', ('min', ('argmax', ('min', ('min', 'Z'))))), ('corr', 'Z', ('argmax', ('+', 'N', ('max', ('max', 'E'))))), 'E', ('+', 'N', ('max', ('+', 'Z', ('argmax', ('kurtosis', 'Z'))))), ('argmax', 'N'), ('skew', 'E'), ('kurtosis', 'N'), ('corr', ('min', ('+', ('re_fft', ('min', 'N')), ('+', ('+', 'E', 'N'), ('corr', 'Z', 'Z')))), ('argmax', 'Z')), 'N', ('kurtosis', ('kurtosis', ('skew', ('min', ('max', 'N'))))), 'Z', ('argmax', ('kurtosis', ('kurtosis', ('min', ('skew', 'E'))))), 'E', 'Z', ('argmax', 'N'), ('kurtosis', ('corr', 'N', ('skew', ('kurtosis', 'Z')))), ('+', ('corr', ('skew', 'E'), 'N'), 'Z'), ('+', ('kurtosis', 'Z'), ('corr', 'E', ('kurtosis', ('+', ('kurtosis', 'N'), ('+', 'E', 'Z'))))), ('min', ('argmax', ('skew', ('kurtosis', ('+', 'N', 'N'))))), 'Z', 'E', ('corr', ('max', 'E'), 'Z'), ('corr', ('re_fft', ('skew', ('min', 'E'))), 'E'), ('re_fft', ('corr', ('max', ('kurtosis', ('skew', 'E'))), 'E')), ('kurtosis', 'Z'), ('skew', ('skew', ('re_fft', ('argmax', ('min', 'E'))))), ('+', ('re_fft', ('+', 'Z', ('+', ('re_fft', 'N'), 'N'))), ('max', ('argmax', ('max', ('min', 'N'))))), ('corr', ('corr', ('skew', ('+', ('corr', 'Z', 'Z'), ('skew', 'Z'))), ('max', ('argmax', ('corr', 'Z', 'N')))), ('re_fft', ('skew', 'Z'))), ('max', ('skew', 'E')), ('skew', 'Z'), ('corr', 'N', ('skew', 'Z')), ('corr', 'E', ('re_fft', ('argmax', ('+', ('skew', 'E'), 'Z'))))]"
55,0.837,"[('min', ('min', 'Z')), 'N', ('max', ('+', 'Z', ('+', 'Z', ('+', 'N', ('skew', 'N'))))), ('corr', ('argmax', 'E'), 'N'), ('kurtosis', ('corr', ('corr', ('skew', ('argmax', 'Z')), ('min', ('kurtosis', 'E'))), ('re_fft', 'Z'))), ('argmax', ('+', ('corr', 'N', 'Z'), ('skew', ('corr', ('+', 'E', 'Z'), ('argmax', 'Z'))))), 'N', 'E', ('argmax', ('argmax', ('+', ('max', ('skew', 'N')), 'N'))), 'E', ('max', ('min', ('min', ('+', ('max', 'Z'), ('skew', 'E'))))), ('+', ('kurtosis', ('argmax', 'Z')), ('max', 'E')), 'E', 'N', ('corr', ('+', ('skew', 'Z'), ('skew', ('+', ('kurtosis', 'E'), ('skew', 'Z')))), 'E'), 'Z', ('skew', ('skew', ('skew', ('max', ('+', 'N', 'E'))))), ('kurtosis', ('corr', 'Z', 'N')), ('+', 'Z', ('kurtosis', ('+', ('kurtosis', ('max', 'N')), ('skew', ('max', 'E'))))), ('kurtosis', ('kurtosis', ('+', 'Z', ('corr', ('re_fft', 'N'), ('re_fft', 'N'))))), ('argmax', ('min', ('re_fft', ('min', ('max', 'N'))))), ('skew', ('max', ('+', ('argmax', ('argmax', 'E')), ('kurtosis', ('min', 'Z'))))), ('skew', ('kurtosis', 'N')), ('corr', ('max', ('re_fft', ('corr', ('skew', 'E'), 'N'))), ('argmax', ('kurtosis', 'Z'))), ('argmax', ('corr', ('re_fft', 'E'), ('corr', 'E', ('corr', ('max', 'E'), 'E')))), ('min', ('kurtosis', 'E')), ('re_fft', ('min', ('corr', ('re_fft', ('min', 'N')), 'E'))), ('max', ('corr', 'E', 'E')), 'Z', ('corr', ('+', 'E', 'E'), 'N'), ('skew', 'Z'), ('kurtosis', 'Z'), ('max', 'N'), ('re_fft', 'N'), ('kurtosis', ('+', ('re_fft', ('corr', ('skew', 'E'), 'N')), 'E')), 'Z', 'Z', 'N', 'N', ('kurtosis', 'E'), ('corr', 'N', ('argmax', ('kurtosis', ('kurtosis', 'N')))), ('kurtosis', ('max', ('argmax', ('skew', 'E')))), ('re_fft', ('argmax', ('re_fft', ('max', ('corr', 'N', 'E'))))), ('corr', ('min', 'E'), ('min', ('+', ('argmax', 'E'), 'Z'))), ('max', 'Z'), ('+', 'E', ('min', ('kurtosis', ('skew', ('max', 'N'))))), ('re_fft', 'Z'), ('corr', ('corr', ('argmax', ('max', 'Z')), 'N'), 'E'), ('min', ('corr', ('kurtosis', ('min', ('argmax', 'Z'))), ('corr', ('skew', ('argmax', 'N')), 'N'))), 'Z', ('+', ('re_fft', ('min', 'N')), 'E'), ('kurtosis', ('+', ('argmax', 'E'), 'Z')), ('+', 'E', ('min', ('argmax', 'E'))), 'Z', ('kurtosis', 'Z')]"
55,0.837,"[('re_fft', ('min', ('+', ('min', ('corr', 'Z', 'Z')), ('max', 'E')))), ('corr', 'Z', 'N'), ('max', ('kurtosis', ('min', ('skew', ('argmax', 'Z'))))), ('max', ('kurtosis', ('+', 'Z', ('corr', ('re_fft', 'E'), ('kurtosis', 'Z'))))), 'Z', 'E', ('argmax', ('skew', ('corr', ('re_fft', 'N'), ('re_fft', 'E')))), 'N', ('kurtosis', 'N'), ('skew', ('min', 'E')), ('+', ('max', ('+', ('argmax', ('kurtosis', 'Z')), ('argmax', ('skew', 'E')))), ('argmax', ('argmax', ('kurtosis', ('max', 'N'))))), ('corr', ('argmax', ('+', ('max', ('corr', 'E', 'Z')), 'N')), ('skew', ('skew', ('re_fft', ('max', 'Z'))))), ('skew', ('max', ('max', ('skew', ('min', 'N'))))), ('max', 'E'), ('argmax', ('skew', ('corr', ('max', 'N'), ('argmax', 'N')))), 'E', ('max', ('+', ('kurtosis', ('min', ('corr', 'N', 'Z'))), 'E')), ('min', ('kurtosis', ('re_fft', ('max', ('re_fft', 'E'))))), ('skew', ('kurtosis', ('argmax', ('skew', ('corr', 'N', 'Z'))))), 'E', 'N', ('min', 'E'), ('corr', ('min', ('corr', 'N', ('+', 'E', ('max', 'Z')))), ('kurtosis', ('corr', ('max', ('kurtosis', 'N')), 'N'))), ('kurtosis', 'E'), ('re_fft', 'E'), 'Z', 'Z', ('max', 'E'), ('max', 'E'), ('corr', ('+', 'Z', ('corr', ('skew', ('skew', 'Z')), 'E')), 'Z'), 'Z', ('corr', 'E', ('+', ('kurtosis', ('kurtosis', ('re_fft', 'N'))), ('min', ('kurtosis', ('re_fft', 'N'))))), ('argmax', ('argmax', ('re_fft', ('corr', ('min', 'E'), ('skew', 'Z'))))), 'N', ('skew', ('re_fft', ('+', 'E', ('argmax', ('+', 'Z', 'Z'))))), 'Z', 'N', ('argmax', ('argmax', ('argmax', 'E'))), 'E', ('min', ('+', 'Z', ('corr', ('skew', ('argmax', 'N')), ('kurtosis', 'Z')))), ('argmax', ('corr', 'E', ('kurtosis', ('corr', ('argmax', 'E'), ('argmax', 'Z'))))), ('re_fft', ('max', ('skew', ('+', 'E', ('argmax', 'Z'))))), ('+', ('max', 'Z'), ('re_fft', ('max', ('min', ('corr', 'E', 'N'))))), 'E', ('+', ('corr', ('min', ('re_fft', 'E')), 'N'), ('corr', ('skew', 'E'), ('skew', ('argmax', ('argmax', 'Z'))))), ('max', ('re_fft', ('corr', ('max', 'Z'), 'N'))), ('corr', 'Z', ('+', ('max', 'N'), ('skew', ('argmax', 'N')))), ('argmax', 'N'), ('min', ('skew', ('+', ('skew', ('corr', 'E', 'E')), ('corr', ('corr', 'E', 'Z'), ('max', 'N'))))), ('argmax', 'N'), 'Z', ('corr', ('min', 'Z'), ('+', ('max', 'E'), 'Z')), ('argmax', ('re_fft', ('argmax', 'Z'))), 'N', ('min', 'N')]"
55,0.836,"[('kurtosis', ('corr', ('max', 'Z'), ('max', ('skew', ('skew', 'N'))))), 'Z', ('argmax', ('kurtosis', 'E')), ('max', ('re_fft', ('max', 'N'))), ('corr', 'Z', ('min', 'Z')), 'Z', ('max', 'E'), ('re_fft', 'N'), ('skew', 'E'), ('kurtosis', 'E'), ('corr', ('argmax', 'Z'), ('min', 'Z')), ('+', 'Z', ('max', ('max', ('skew', ('skew', 'Z'))))), 'E', ('+', ('+', ('corr', 'N', ('max', ('corr', 'E', 'N'))), ('skew', ('min', ('corr', 'Z', 'N')))), 'E'), 'Z', ('kurtosis', 'N'), ('re_fft', ('kurtosis', 'E')), ('min', ('argmax', ('corr', 'Z', ('min', ('+', 'E', 'N'))))), ('min', 'Z'), ('kurtosis', ('min', ('argmax', 'Z'))), ('min', ('max', ('+', ('kurtosis', ('+', 'Z', 'N')), ('kurtosis', ('corr', 'N', 'Z'))))), ('re_fft', 'Z'), ('corr', 'Z', ('argmax', ('kurtosis', ('argmax', 'Z')))), ('max', ('argmax', ('argmax', 'Z'))), ('min', 'E'), ('min', 'N'), ('min', 'Z'), ('argmax', ('min', 'E')), ('skew', 'Z'), ('+', ('argmax', ('corr', ('corr', ('corr', 'E', 'N'), 'N'), 'E')), ('min', ('corr', 'Z', ('kurtosis', ('max', 'Z'))))), 'E', 'E', ('min', ('+', 'Z', ('kurtosis', ('kurtosis', ('+', 'E', 'E'))))), ('+', ('skew', 'N'), ('argmax', ('re_fft', ('argmax', ('corr', 'N', 'Z'))))), 'N', 'Z', 'E', ('max', 'N'), ('skew', 'E'), ('kurtosis', 'E'), 'Z', ('+', ('max', 'N'), ('min', 'E')), ('corr', 'N', ('re_fft', ('argmax', ('+', 'E', 'Z')))), ('argmax', ('corr', 'Z', 'N')), 'E', ('re_fft', ('re_fft', ('corr', 'Z', 'N'))), 'E', ('re_fft', ('argmax', ('kurtosis', ('+', 'N', ('corr', 'E', 'Z'))))), ('max', 'Z'), ('corr', ('max', ('kurtosis', ('corr', 'E', ('kurtosis', 'E')))), ('argmax', ('max', ('+', ('argmax', 'N'), 'N')))), ('corr', 'E', 'Z'), ('max', ('corr', 'N', ('re_fft', 'Z'))), ('corr', ('max', ('re_fft', ('skew', ('+', 'N', 'E')))), ('kurtosis', ('+', 'E', ('max', 'E')))), ('max', ('argmax', 'E')), ('re_fft', ('argmax', ('kurtosis', ('re_fft', ('min', 'E')))))]"
